id,SentimentScore,SentimentMagnitude
05febeea3,0.1,1.4
3525855b3,0.9,0.9
f51f68a13,0.3,1.2
f9df8656a,0.0,0.4
27ce98a2e,0.5,2.2
dde9d290a,0.9,1.9
552bb16e5,0.5,1.5
3f1b7bea6,0.0,1.0
378059791,-0.4,1.8
c92cdf20c,0.1,2.5
138c79a01,0.1,4.4
87241775f,0.9,0.9
b593502c5,0.9,0.9
cc261e309,0.3,2.0
82e86dcbb,0.3,2.2
43a43e926,0.3,3.7
16c53ebf9,0.4,1.7
9af3fec83,0.3,4.7
900b47573,0.3,2.0
5112569f6,0.6,1.2
eeb377c0b,0.2,0.5
917c0bc2b,-0.6,1.2
db3f7a11d,0.3,1.2
a2124f529,0.2,2.7
80ebea85c,0.0,1.0
8526200d3,0.0,0.0
b5b7de4bd,-0.1,0.1
76495d7f4,0.2,2.7
ac1629362,0.0,5.1
0907a14f3,0.7,7.0
f0a4b28f6,0.4,1.9
8b34370aa,0.0,1.2
2ff9e9534,0.3,1.7
c906d6c03,0.1,1.9
3cf06742b,-0.1,0.1
f4ed1a08e,0.6,4.2
f61c4cead,0.5,2.7
bd18b6cf6,0.3,0.6
96607bca0,0.8,2.4
11cc5a797,0.5,2.7
105c00abe,0.1,6.3
a11245368,0.3,6.4
25c7b5c5f,0.1,3.8
2cb9ce5ac,0.5,1.6
4f678d1cf,-0.2,3.3
c763f19ef,0.1,0.9
597c27524,0.5,1.6
500728fdd,0.2,1.6
df25863ad,0.2,3.9
ae3c2cb86,0.0,1.9
b356b0f05,0.7,0.7
0f1a3ce5a,0.5,1.1
86629a3ee,0.6,1.2
843d24f0a,0.9,0.9
a710da2ab,0.7,0.7
7c8053564,0.6,3.6
51c72aa92,0.2,1.3
5a1010bca,0.5,2.2
41b98eea2,0.1,0.4
80b657db1,0.6,0.6
e9feaab54,-0.2,1.3
17d9c9586,0.2,4.3
ecafbb542,0.4,3.9
faf64d6a6,0.4,3.0
c4fcf4990,0.1,0.2
493ab5d96,0.1,3.4
b7656e70f,0.2,2.4
6a7027972,0.4,2.9
96703e01d,0.0,0.0
554c80a2a,0.0,0.0
9dca27ec4,0.5,1.0
172b6f611,0.7,0.7
1a0499255,0.4,1.7
3ea675148,0.3,3.4
2bec9dd86,0.2,0.2
4cb8fe436,-0.1,2.7
c52b99ee2,0.0,2.9
bb2a61d2b,0.7,1.5
a94208b35,0.2,0.5
a9e753cc1,0.5,2.2
1ba7bdbe6,0.1,0.2
2868f9f3f,0.3,2.0
c2deaf1e4,0.6,2.4
e09c0a3be,0.9,1.8
0697d76d2,0.7,3.5
3ac0662c8,0.0,0.0
fca85f778,0.7,1.5
369d96f21,0.0,2.2
ee0eff05e,0.0,1.5
5bf976dd7,0.0,0.0
1ef3f5030,0.0,0.2
0f24b6cd6,0.1,0.1
092b32197,0.1,0.4
3118bb24c,0.6,0.6
76c194060,0.1,1.2
22e9d72ce,-0.1,1.2
fd279ad95,0.3,2.1
71655dcec,0.2,12.9
8722dfeed,0.4,1.7
5f20dde82,0.8,2.6
121ee5fa0,0.5,3.6
f74b89005,0.7,3.8
93cdb10e6,0.0,1.8
57cd5663c,0.4,1.4
f91ffd577,0.2,0.8
435bb3995,0.0,0.1
11e6c4d80,0.7,2.2
a06a2ee4e,0.2,5.4
140ef35de,-0.6,0.6
86fe4ed68,0.1,4.5
f34b0a578,0.1,0.6
6d4bdde4c,0.3,3.1
4b8ab594e,0.3,1.7
841bcd63f,0.0,0.0
6ef02d7e9,0.7,1.5
b991a694f,0.6,0.6
df9b18c1e,0.1,1.9
41e4574a6,0.5,2.0
335aacd34,0.3,1.3
6bb85e53d,0.5,12.7
ee9e87618,0.3,1.1
6471c7195,0.1,2.2
a8ce7d647,0.3,0.3
7d7da3838,-0.1,11.7
e4b90955c,0.2,0.2
ae0c5671e,0.1,2.1
d9fe690c2,0.2,3.6
da405f364,0.5,0.5
458adc77a,0.5,3.0
10741c443,0.3,2.7
40843af1e,0.6,2.9
7ecaa8636,0.6,4.5
38506d4ea,0.8,3.4
c70ffd9c5,0.2,0.6
a8cfb849e,0.4,3.3
24379b58d,0.6,1.9
810ff9d37,0.4,3.4
842c9622d,0.0,0.0
6de0087e7,0.0,1.5
b63d76ef4,0.5,2.0
63647ce22,0.6,3.2
e0781fb0a,0.4,0.8
4e0a9cfec,0.5,1.6
b1c83d13b,0.0,24.5
c52908c2d,0.3,0.6
75b726ba0,-0.1,3.8
f500d6361,0.3,1.1
9ad6f6fae,0.1,2.3
06395bb8d,0.5,2.1
8cba08869,0.3,3.0
886d23c56,0.4,11.3
ae42b09ce,-0.1,0.1
4dc936ac7,0.5,2.3
fc93e5aa5,0.0,0.0
13fb61859,0.1,5.6
7390b70c5,0.2,10.6
b091feb55,0.2,1.1
91c4cb54d,0.0,2.3
79786edcd,0.1,0.1
fa2c37e6a,0.3,2.3
86d203b94,0.3,1.2
acc81bdf5,0.4,0.8
d6b7b63de,0.6,0.6
b03114991,0.2,8.1
d63d5fe8b,0.9,0.9
c787ee619,0.0,2.0
4c1f97540,0.5,1.6
92935062a,0.5,1.6
df2d9957f,0.4,2.9
e11e6cf89,0.0,9.4
14fb52f07,0.1,0.9
e8e2a6a8d,0.3,0.3
ba580074c,0.4,0.4
2e1de0bba,0.1,1.5
d867c4016,0.1,0.7
dc20a0cea,0.4,2.7
437b01de4,0.5,2.9
8edd5d505,0.0,0.5
c565589a8,0.0,0.0
d3b4f29f8,0.5,3.1
467370aaa,0.3,2.6
df880995b,0.3,2.1
d0bc14f47,0.0,0.2
50418fb29,0.1,3.3
f3fd77fe8,0.3,5.2
810b069f2,-0.2,0.6
53abff075,0.8,2.4
79b439763,0.3,0.7
4aa9a342e,0.1,0.3
f3c7e1bf4,0.3,1.2
fc8220250,0.8,0.8
3feae3fb7,0.3,2.0
a13ed5e9d,0.0,0.0
91df1b68f,0.2,0.2
c9151664a,0.2,1.0
021cb10fb,0.2,0.2
492f70d19,0.0,1.4
8a1e12a30,0.1,9.6
acca0b2ed,0.6,3.7
5906e36c5,0.1,3.4
38ea54f1f,0.9,0.9
9d876d83a,0.4,2.7
b3111f360,0.1,2.2
cf8325fae,0.6,0.6
341420028,0.1,0.1
32bc0b4fa,0.6,1.8
3a88e6c8f,0.3,3.9
72b996452,0.8,1.7
aa1cf9c0c,0.4,3.6
90a967a14,0.7,0.7
92bf4bb1a,0.1,0.1
de61ca522,0.1,0.2
98caf2809,0.2,1.2
c6e763332,0.0,0.0
a6deb30e1,0.0,8.3
5f6931436,0.4,1.2
ef55e89bd,0.3,1.0
236dd6cca,0.2,1.4
72b0d2b06,0.0,0.2
105fd5ad7,0.3,0.3
0ae247e90,0.4,0.9
55a754f92,0.2,5.5
388cd5b9c,0.2,2.5
23a1e62d8,0.5,1.5
1d1451061,0.3,1.2
566dcbd9f,0.9,0.9
7413a61ae,0.3,5.3
a4999bce7,0.3,0.3
12dce436d,0.7,1.5
65b70bad8,-0.1,10.6
9a2b50582,0.0,1.8
12537b530,0.6,2.0
440ab06be,0.4,0.9
b188b50cd,0.3,3.9
1d4574c90,0.2,5.6
93ccba02b,0.2,0.9
7ea900f4d,0.2,1.7
71c3f9254,-0.2,0.2
68071559c,0.0,0.0
621b83ac7,0.0,7.2
f2716e1e5,0.8,2.6
68f3cfdcb,0.0,2.7
ea65fe96c,0.2,1.2
4a8f49ac8,0.1,1.3
1100bff90,0.3,2.4
3397adec3,0.5,0.5
7cdd625cc,0.0,5.5
6d6bb4a66,-0.2,0.5
02d6020a9,0.1,0.5
b8c54bc91,0.0,0.0
db745332f,0.5,1.5
573f51aca,0.3,0.9
23bf0ed46,0.5,0.5
eef094950,0.5,3.2
b6c93a605,0.6,0.6
3a0ebb3d1,0.0,0.7
2c24655fe,0.0,0.0
1042ee67b,0.4,0.8
882021db6,0.5,1.0
b022c1924,0.1,1.3
bf01af28f,0.1,0.3
01e5d357f,0.1,1.2
99ab7c701,0.9,0.9
c737c30d7,0.4,3.9
3d7275647,0.5,2.2
70ffcfbcb,0.2,2.8
a811da408,0.3,1.2
2b5a3c81d,0.4,2.3
0cdb80095,0.3,1.2
ca7075738,0.0,0.0
1b71de34e,0.4,4.7
991c722c1,0.0,0.4
030387828,0.5,1.8
21178f3b0,0.8,1.6
685b2cbe4,0.7,0.7
6ad1d75b2,0.6,3.0
2d7b61eb5,0.0,0.0
fa773690e,0.2,6.1
944db63df,0.2,1.3
661bcb904,0.6,3.4
bf1b733a7,-0.1,0.1
a7ba4d7e1,0.1,2.7
a34b7e199,0.0,0.3
16abc088f,0.7,0.7
2148c2ef6,0.3,6.3
4dfd61242,0.4,3.9
9c3f9ca37,0.2,2.1
e267af6d8,0.5,1.5
27ef6e605,-0.2,0.2
0e5d845dc,0.8,1.7
58b069530,0.2,1.2
de19fca23,0.4,2.4
c5ff5915a,0.5,4.7
6ca8ebdbd,0.0,0.0
861af7cd5,0.1,4.0
d4d84523a,0.1,3.3
1cba86658,0.5,2.5
086857d70,0.4,1.8
d92d4242a,0.3,2.5
d95eabfe9,0.6,2.6
f1953d1cd,0.0,4.1
d229effbf,0.9,0.9
abebcf1e4,0.1,0.1
c4f512d95,0.4,4.2
d8519e771,0.2,1.0
953e3ebd4,0.4,1.2
cecf7977d,0.7,2.1
a9fdc3e4a,0.5,2.3
41ee5af3c,0.0,0.0
ff7707a35,0.3,2.7
96a35824d,0.4,0.9
e50174698,0.2,9.4
21c955172,0.4,5.0
263598073,0.9,0.9
8685b7512,0.4,1.9
42e9334f2,0.0,8.7
dd365668d,0.0,0.0
54b687d7c,0.9,0.9
775d4b52e,0.3,0.3
0e4049f6d,0.3,1.0
4874347b0,0.2,2.2
fd38d0da0,0.1,3.1
3cd5d9102,0.1,0.7
6824120c3,0.6,4.3
d7282183b,0.4,2.6
311157c79,0.7,2.1
1adb69797,0.4,1.2
675a05fed,0.0,0.0
62955be50,0.8,1.6
ab4a00203,0.2,3.1
ec182ebc4,-0.2,1.7
d22eb6266,0.3,2.2
1c7d56a42,0.5,1.1
25bdd7d90,0.1,3.7
6c5b48801,0.3,1.7
ac3a5c473,0.0,1.1
3e82e76cb,0.6,1.8
e736f4022,0.1,7.0
788ea6e94,0.1,1.7
44db1cade,0.0,4.7
4f5f178e6,0.6,1.3
6a908a708,0.9,0.9
08a9b6f29,0.3,0.6
c491ec026,0.0,1.6
80f8877f8,0.2,1.9
39fc7e6d8,-0.3,2.9
54224dada,-0.3,2.1
717b573f8,0.4,0.9
c8264b581,-0.3,0.3
59a08eeec,0.1,5.5
63697128e,0.7,1.5
6e9e903c6,0.2,1.8
ed89380a6,0.0,2.6
183eb3fe5,0.4,8.3
e470b6bd3,0.4,0.4
f336dbe0f,0.2,0.4
e62c62127,0.8,1.6
9385e1d2e,0.2,0.2
ccd20906b,0.0,0.0
8b1abca6a,0.4,1.2
644d07ccb,0.0,0.0
ae524a36a,0.1,0.8
fa8cdf62e,0.1,0.1
87a679d31,0.1,1.4
a2b2abe02,0.4,0.9
151d50f53,0.1,1.1
f70a1bf5d,0.2,3.2
26a351904,0.6,1.8
c3b05e0f0,0.6,1.2
e3e70d2b0,0.7,4.2
59c3497c1,0.2,0.5
0c4c55b39,-0.1,1.5
bb4e0ddb3,0.2,0.7
6b0103c04,0.3,2.2
5c716a537,0.1,3.6
afec4c35e,0.1,2.9
02cf14499,0.3,0.7
3b1009a30,0.2,1.4
6fa5384b8,0.3,4.0
6cd1cac68,-0.1,0.1
b3f1c8d27,0.0,0.4
3be835fa8,0.2,2.2
180b3f500,0.2,1.2
d5b9e0322,0.3,1.9
7c9fdd0ca,0.5,0.5
ed44605a0,0.4,3.4
3ba83a496,0.1,2.0
ef5a07ae2,0.4,0.8
e1dcf0e9e,0.0,1.5
28ec2de89,0.0,0.0
af86d93ba,0.0,1.9
e678bcc42,-0.2,0.6
da78c5792,0.5,2.1
1aa0769bc,0.5,3.6
1adc56d3c,0.2,1.7
a2dc697f6,0.1,0.8
c3208c19d,0.1,2.9
843910e74,0.2,3.0
2b0b80ef6,0.5,1.1
b1dd64fa6,0.4,4.5
4ad400ba0,0.5,3.6
0ace65bc4,0.3,1.3
605eca728,0.2,2.9
2cdc94986,0.1,1.2
2c7a8ea18,0.3,3.0
bde40e198,0.4,0.8
d973f1d5c,0.6,1.9
22ff7ca25,-0.6,0.6
92b5de07f,0.3,0.7
abadb839a,0.6,1.8
f4cf82def,0.3,2.6
2b7509f97,0.6,2.0
3268dcfd0,0.3,2.3
fb9a96204,0.7,5.7
b1e8c0afc,-0.1,1.1
38e7577af,0.4,1.0
1c28dc555,0.8,0.8
8d7eff0cc,0.4,1.2
abd366564,-0.1,1.1
b6c159277,0.7,3.5
b5df81f99,0.4,2.4
2e74deb7b,0.7,2.9
56d3aa3ac,0.9,0.9
ae17429ae,0.9,0.9
de9e02d44,0.6,3.0
93b289505,-0.2,1.0
6da091c79,0.1,1.3
53abbdf1d,0.3,1.6
7a1f83080,0.5,4.5
0f366f264,0.2,3.5
d3f157880,0.6,3.0
17ba9f283,0.4,2.5
1c7a27088,0.7,1.4
99c110585,0.3,0.3
dee525fcd,0.1,1.9
9b2316d19,0.6,5.2
9f341e7af,0.1,1.0
d33f713d0,0.1,1.2
7f094e80c,0.1,1.4
a19707195,0.8,0.8
d734c881a,0.9,2.8
1afdf61ec,0.0,0.0
aa7548beb,0.9,0.9
e73b8f98b,0.5,2.1
52a88696e,0.3,2.1
7f8f45a35,0.6,1.2
7115607a0,0.7,3.6
9fdb3a2a2,0.1,4.2
e58225b2e,0.3,3.1
216550479,0.0,1.1
5f6d23ada,0.4,5.9
69ba8d92e,0.4,0.9
abc69ab7f,0.2,4.7
b414c5dd9,0.0,0.0
2a7b5edbf,-0.7,0.7
427755203,0.0,0.0
172433b2f,0.1,0.1
a71cafdcf,0.2,0.6
86dec16a3,0.6,3.9
676b51817,0.0,2.5
0c5b71bf0,0.4,1.9
695925a2a,0.1,0.1
0118db3a8,0.2,0.5
977104c05,0.0,0.0
be4acc363,0.0,0.3
3d939327d,0.6,3.0
040a9a6f9,0.1,0.9
77e6966dc,0.1,0.1
7fa3ab674,0.2,0.8
b88fa24c2,0.2,5.8
f5e329595,0.8,0.8
fbb112b7e,0.8,1.6
d70af36fd,0.9,0.9
dad58d0a7,0.4,1.9
f10390965,0.6,2.7
227b372a2,0.4,3.5
59c9f850a,0.0,1.6
8c4488c48,0.3,7.7
50844e473,0.4,1.4
923da13c4,0.8,0.8
73717bc4f,0.6,1.8
d8e376a50,0.5,3.0
2ca38a180,0.3,1.9
65e386742,0.3,5.0
b1c7e0838,0.6,1.3
2e3c988cd,0.0,0.0
15538a661,0.7,1.5
5ed5663ae,0.3,10.0
42ea2e045,0.2,0.2
0f2879b04,0.0,4.9
615afad71,0.2,1.3
2a52daa7e,0.3,0.9
f69176873,0.3,0.7
0327b8e94,0.1,0.3
727a1c793,0.4,3.6
8b1b5fcfc,0.3,2.9
ff361d3b6,0.1,1.2
876453f9d,0.8,0.8
7a785a607,0.4,1.3
d38fca349,0.1,4.0
331a745e8,0.5,1.9
6c7db281b,0.4,4.7
ae0425756,0.1,1.9
be604ea67,0.0,0.5
2b8832432,0.2,1.4
badeec277,0.5,0.5
dc94a986f,0.6,1.8
0c612e8df,0.1,1.5
a90c3dbd7,0.6,0.6
2fbf2cb7c,0.6,4.7
cadcd5ad8,0.0,1.8
20bf4bf39,0.3,2.1
bcf546cb8,0.4,1.7
901ff85c1,0.4,6.0
7a23819c1,0.2,1.1
0714145e6,0.3,1.3
b041aab9f,0.7,1.5
93329ec1a,0.2,4.5
ea3aa721e,0.4,0.9
58805776d,0.8,0.8
5297d9ba8,0.4,3.6
67e41958c,0.4,2.3
1fdf2880b,0.2,2.3
e2334b5d7,0.0,2.1
0dca551f0,0.1,1.5
838b5c426,0.3,0.3
0b942f000,0.0,1.9
5110ff5f5,0.0,0.8
bb48e2353,0.9,1.8
7ba2a5c50,0.9,1.8
067d0ccd3,0.6,3.9
2179be57e,0.4,1.0
9c996aee9,0.3,1.1
cbd8840cd,0.7,0.7
9882871d9,0.2,0.9
13485ebf1,0.9,0.9
8b03c494a,0.5,1.0
2fb24b53d,0.1,0.8
1772727a1,0.0,0.0
f068b8fdd,0.9,0.9
502d58dea,0.0,2.3
50af1151a,0.0,5.3
bef897b2b,0.1,2.1
8f639ea65,0.4,2.3
d473d632a,0.9,0.9
5112b0c92,0.6,4.4
e50570999,0.0,0.2
95914d469,0.1,3.2
18810b958,0.8,1.6
9b6c3beb5,0.3,2.2
cac71d5bd,0.4,0.9
0acb3bf7a,0.3,0.9
700de2c49,0.4,1.8
a9f2b6e32,0.9,0.9
183e445ea,0.5,0.5
b0d54f76e,0.3,5.0
233ddf40c,0.3,0.7
f0bfe80e3,0.2,0.8
d9a014dbb,0.2,1.3
732fa3cb9,0.4,4.6
975cf510c,0.5,0.5
1942485f8,0.6,12.0
8b1151deb,0.0,1.7
a87f5839e,0.3,3.5
ff2224b9d,0.6,1.3
e5d3151bc,0.2,2.5
ff2cf88a0,0.6,3.3
2ece6b26b,0.0,1.5
59d4947b6,0.2,0.9
332ae5ab2,-0.1,2.6
19f38a3f0,0.4,2.4
1c4d99f6e,0.4,1.2
cbef1e6db,0.7,1.4
adbce8472,0.0,0.0
f8a1d0a54,0.7,0.7
3e82bfd8d,0.2,1.1
0162634c2,0.0,0.1
37ae0cd69,0.6,1.9
796774834,0.4,2.2
692bde33a,0.3,2.1
3ccdd1a98,0.3,0.3
2c15f3086,0.5,1.7
5d517a321,0.0,0.8
cc38b3b63,0.4,6.0
062b387cf,0.3,4.9
9dd1cdd52,0.9,0.9
ea319fdec,-0.1,0.9
e456bf863,0.1,3.2
6c61c33ee,0.0,1.4
70f92bae8,0.3,3.3
35a135b13,0.0,1.4
b5158ef9e,0.2,2.2
7314ad440,0.3,0.9
dc40c2612,0.3,0.7
f031aaaef,0.2,2.8
2eaccd3bf,0.4,2.3
59d42b6bb,-0.1,3.4
dee6cea2a,0.5,1.7
d4bb8cf0a,0.0,0.0
640e18ef0,0.4,1.4
95ee4775c,0.0,0.0
d25a850ae,0.3,3.9
41bcb5de4,0.2,1.0
a399a151d,0.2,1.5
0e30e8240,0.2,3.1
a8f17e0de,0.0,1.4
a116545f6,0.3,2.4
e998d6d60,0.3,2.0
99a0196aa,0.0,1.8
b1763b8b7,0.6,1.3
0dc32d6fd,0.2,3.6
89d8b797c,0.0,0.8
3c2324232,0.9,0.9
77f9b1470,0.3,2.6
9cd7bfaa6,-0.2,0.9
292447561,0.3,3.1
1c9a90078,0.0,3.3
69b79d62d,0.1,2.0
f9317ae6d,0.1,5.5
d4beefae9,0.8,1.7
1a0ee9580,-0.6,1.8
d2b59ecaa,0.1,1.1
1c59cecac,0.1,0.1
c87f6d0e4,0.2,7.8
fac19639c,0.1,0.1
2b3387bd7,0.0,2.2
f08503742,0.0,5.1
810ae61da,0.2,1.2
9d8f22942,0.9,0.9
133cc5f19,0.2,1.5
bb2a14bd0,0.5,0.5
f9f0a5dfb,0.1,1.7
edba94b45,0.9,3.7
1ce681aa7,0.6,1.3
2a06a5244,0.0,0.0
0632ba05a,0.4,1.7
5abbde253,0.0,4.0
da8c280f1,0.9,0.9
9c0f6076a,-0.1,2.8
50bbe8e31,0.0,0.2
c4b316827,0.4,2.3
1a9e7158e,0.1,0.1
e4eccb132,0.1,1.0
4c40ad026,0.3,5.1
3285d041f,0.4,1.9
52d65015d,0.1,0.4
1d5a59ca9,0.0,0.0
e7a74fca8,0.0,0.0
7ed1216f9,0.0,1.3
ecba82fc3,0.2,6.8
b412a3f6a,0.3,3.0
435f8cb3d,0.6,0.6
79314275c,0.4,0.8
d6b97e7ca,0.8,2.6
0f9d7b0f9,0.1,4.9
3fbc3ca27,0.1,3.3
0ca5a506e,0.4,4.6
cb860243c,0.6,1.3
db095d92a,0.6,1.8
f15d587a7,0.6,6.9
77544cbd4,0.1,1.2
45320bbe7,0.3,4.2
9b9873716,0.5,2.8
2040d593c,0.1,1.3
ad6992c20,0.4,2.3
b1db9573c,0.5,1.0
bc0a5524c,0.1,2.3
67532bb27,0.2,3.8
2db964259,0.0,0.6
b64307878,0.5,1.7
7d0367e19,0.0,4.2
e932a94c6,0.3,3.0
7ed14130d,0.3,1.3
d9303d3bc,0.0,1.4
2d758a13b,0.6,0.6
9191da7b5,0.0,2.0
a43540943,0.9,0.9
b75594e30,0.3,2.4
54314d17b,0.4,1.9
7028ea673,0.3,4.2
31b919935,0.4,4.5
ba2d4e877,0.4,4.0
cec78d912,0.9,1.8
175f4a910,0.0,1.8
a2a6b4117,0.0,3.0
add617e3c,0.5,1.0
ac9feb346,0.3,1.3
a03330405,0.5,5.6
7a23bdbdc,0.1,0.1
aeffc6dfd,0.1,1.5
18aa41749,0.7,1.4
73680f695,0.6,0.6
0ab8ae91b,0.1,2.4
cc068a979,0.6,3.8
3779a7d91,0.3,3.0
787acfb28,0.3,2.4
9a5da8156,0.0,0.0
ae886e80d,0.0,0.0
caf3220f8,0.3,3.5
40d430494,0.5,1.6
21579dbcc,0.8,1.6
b2f21fe63,0.5,1.0
073484a7d,-0.2,1.0
991519fdb,0.7,0.7
22a0baf52,0.8,0.8
b623d9449,0.9,0.9
9c714104f,0.5,1.7
75ca94b67,0.4,2.7
7fec0008f,0.0,0.0
e42a8863f,0.2,1.3
d3f0d22a7,0.3,1.0
326c9c979,0.6,4.1
af8cd40e0,0.1,5.1
018e4d193,0.2,2.5
3a8770d75,0.4,0.9
e67cffa8b,0.1,3.3
8e4a80297,0.1,0.3
0fcc3cefe,0.4,3.7
069064d1d,0.2,3.0
e87214dd2,0.2,1.0
c9dcd3fb3,0.9,1.9
e8020cb33,0.5,4.0
eebee574e,0.0,1.6
b02d9e413,0.4,0.9
2dccbfd25,0.4,3.7
94dc821ee,0.3,5.1
522b73db7,0.1,2.4
f304e7fb3,0.2,0.9
bdbe9a6e3,0.4,1.6
577d15fea,0.5,1.6
1c67c5f4c,0.6,0.6
b1b2aae50,0.4,1.9
0ea7eaf00,0.1,1.8
e7c607873,0.4,0.4
91d0ba5c0,0.3,1.8
4ad983a9d,0.1,3.5
036e015d2,0.2,1.4
7ddc32b12,0.1,1.2
c02be41e6,0.1,3.4
f135e422d,0.0,1.2
6945dbebb,0.1,0.1
b1ed265ef,0.0,1.9
f2a6e7dac,0.0,1.9
637e741e8,0.0,0.0
a7fd7a703,0.0,2.5
933b2b3d4,0.1,1.2
33dc6b53a,0.3,3.4
e826027f6,-0.2,0.6
0f6f980c9,0.5,5.7
122092781,0.3,3.1
bbb0a9ac2,0.1,8.5
350208e1a,0.6,2.7
f3152276a,0.6,1.8
ec5069cf6,0.8,0.8
5b3559bf2,0.2,1.5
10ae2697f,0.0,3.3
a8cdba660,0.0,1.1
7f3895a04,0.8,0.8
a5a7de784,0.3,1.1
15f0dc937,0.2,0.2
0dbb0a012,0.4,1.9
172d395a5,0.0,0.0
d5052e2a9,0.1,4.7
54c5d6442,0.5,1.1
da80c8aa2,0.8,2.6
c7b468b32,0.0,0.0
f90575a63,-0.5,0.5
434a2904c,0.3,2.1
f8fb0aa55,0.9,0.9
063521459,0.3,1.1
e4abb93bf,0.2,0.5
7e4ac998c,0.2,3.6
f399cf0d2,0.6,1.3
4f10d4a75,-0.1,2.3
8ee8b9d0f,0.0,2.6
9031a7f4c,0.4,2.2
7b60f948e,0.1,1.5
7f5e7cf4a,0.0,1.4
29d36f5b3,0.0,1.1
a72ca4ed6,0.3,2.1
5730742ae,0.1,0.3
0490c8df1,0.5,1.1
11b9089f7,0.2,0.2
52f3d0bf9,0.2,2.2
e76929e2b,0.1,1.5
3a0e3b527,0.0,2.2
8f31c806f,0.1,1.1
598f49a8f,0.0,0.0
9684a1603,0.0,0.1
0a6b9433e,0.0,0.4
cdf4d775f,0.3,2.9
bba70dd12,0.0,0.2
869a1634e,0.4,1.9
881aefbb9,0.0,0.0
99e9a454d,0.2,0.7
9aa40019a,0.0,0.6
1a76190c5,0.3,1.9
af56651cb,0.2,0.8
e4eb08c79,0.6,4.6
6bbd4bbdc,0.0,0.0
d08b5b163,0.0,0.0
52d336af0,0.2,1.1
96353db69,0.5,1.0
493215800,0.2,2.5
aaf465c30,-0.2,1.6
9eb70b7c4,0.2,2.0
1326c53f9,0.2,3.3
b86b0db65,0.3,0.3
53b3ef282,0.1,3.1
43021e4ed,0.9,0.9
e10252ca3,0.8,0.8
a78dcb663,0.1,0.1
ab38d2296,-0.2,0.2
8feefe84d,0.5,0.5
780dff088,0.7,5.8
6914ade58,0.2,1.7
02f89bdcb,0.4,2.6
bac34e381,0.6,1.9
8fe11eb90,0.5,1.0
4133efff0,0.3,1.2
c8d2ed523,0.2,1.3
9f56880b6,0.2,2.0
9000f2766,-0.6,0.6
5ffd4e822,0.2,3.3
718a5d950,0.9,0.9
82563b26e,0.2,0.2
ac3d34246,0.1,0.8
120805f93,0.0,0.9
5f1a700fd,0.2,5.4
111748c15,0.8,1.7
6e5f03ddf,0.5,5.2
863947277,0.4,2.2
55b799287,0.0,0.8
31e9530cf,0.2,0.4
f03ea3fd5,0.1,1.7
861c903b6,0.3,2.1
694a730b4,0.1,0.8
721017d68,0.5,1.1
1dff1959b,0.3,1.8
e25112cac,0.2,3.6
8bb1c8a6f,0.1,5.0
8c7064ed1,0.1,0.5
226e8fe7c,0.5,2.1
82ee2f3e9,0.1,3.0
d41f2a466,0.3,4.1
492fe3371,0.2,2.0
5971c2462,0.6,1.8
0a6362374,-0.2,0.8
31f59daf4,0.2,0.2
86855ddfd,0.2,6.7
7faf2e49d,-0.5,1.6
cc628c147,0.6,3.7
ac498ad58,0.4,1.9
a12bb119e,0.0,0.3
57e37b00b,0.6,1.3
ebb74d225,0.3,1.0
10a6c97d5,0.4,2.2
4a311c6dc,0.0,0.6
3c008b0b7,0.1,1.0
cf44e1a59,0.4,1.7
57dcbe4c9,0.3,3.0
725a5345e,0.4,5.1
d3ffc5c1b,0.8,0.8
311e28b8b,0.1,1.5
2f532707f,0.3,2.0
edcaed3a4,0.2,0.2
19982272a,0.3,0.9
380eaa884,0.6,8.5
f3b4e3f5c,0.2,1.3
8bf424910,0.6,3.2
4d767b639,0.4,3.2
3cc573384,0.7,0.7
610246129,0.1,3.0
0b3763054,0.0,0.0
ca457392b,0.3,1.6
b4b4969b2,0.1,0.9
d77a6813d,0.3,1.6
aac9127c5,0.9,0.9
a59aa3f80,0.1,3.3
5183f369d,0.2,1.8
4236c9245,0.5,1.1
0ece28cf0,0.6,3.2
967fa3210,0.2,0.5
b207cf9ea,0.8,0.8
bfa54aa27,0.9,0.9
29900d942,0.4,0.8
e8e461026,0.1,0.9
1d373c973,0.9,0.9
bcd6d7e62,0.3,1.9
bdff3528c,0.0,4.9
066498aa1,0.0,1.9
d8128cefd,-0.7,1.4
27e458086,0.0,1.8
9868e4015,0.2,4.4
93641e3f2,0.0,0.0
f7550219b,0.7,1.4
4d20f6163,0.1,0.1
9593c0350,0.3,3.9
4696fb463,0.3,2.0
d980c361e,0.9,1.8
8f22842c0,0.6,1.9
eaf13651e,0.9,0.9
4e2440e26,0.3,6.0
e861279c2,0.9,0.9
27bbc8c4f,0.1,0.1
0bf9dfa21,0.1,1.9
27b708edc,0.2,0.8
1ee4a9e81,0.1,4.1
f39938992,0.1,0.2
e48598033,0.5,2.5
730a09014,0.2,1.4
bf0dd40e3,0.1,1.2
070faf086,0.1,2.3
3fd5af157,0.8,0.8
17e6747da,0.2,5.3
0deeed2d9,0.6,3.8
4133ec13c,0.2,6.6
2391fcc9d,0.6,1.2
05ab54e3c,0.1,0.9
62f87187d,0.1,0.3
f0ac9ee6f,0.7,1.4
ce26d6864,0.0,1.8
331c0bbf3,0.4,1.9
